diffusionRate,evaporationRate,food1,food2,food3,id,population,seed,wiggleAngle
64.60435089034371,92.53188672191985,844.0,904.0,1200.0,0,119.88487916982884,2135554434,40.531804296472544
64.60435089034371,92.53188672191985,543.0,1175.0,1305.0,0,119.88487916982884,-906269601,40.531804296472544
64.60435089034371,92.53188672191985,632.0,665.0,995.0,0,119.88487916982884,54022894,40.531804296472544
64.60435089034371,92.53188672191985,744.0,835.0,1065.0,0,119.88487916982884,-1319368735,40.531804296472544
64.60435089034371,92.53188672191985,617.0,811.0,1306.0,0,119.88487916982884,-1565964191,40.531804296472544
64.60435089034371,92.53188672191985,536.0,789.0,1470.0,0,119.88487916982884,-525165026,40.531804296472544
64.60435089034371,92.53188672191985,481.0,1018.0,1342.0,0,119.88487916982884,1130758131,40.531804296472544
64.60435089034371,92.53188672191985,733.0,917.0,1328.0,0,119.88487916982884,937006770,40.531804296472544
64.60435089034371,92.53188672191985,650.0,956.0,1254.0,0,119.88487916982884,1439965534,40.531804296472544
64.60435089034371,92.53188672191985,828.0,739.0,1249.0,0,119.88487916982884,-1164224359,40.531804296472544
64.60435089034371,92.53188672191985,644.0,814.0,1343.0,0,119.88487916982884,1642129675,40.531804296472544
64.60435089034371,92.53188672191985,739.0,812.0,1186.0,0,119.88487916982884,-1606453986,40.531804296472544
64.60435089034371,92.53188672191985,689.0,874.0,1206.0,0,119.88487916982884,-17492182,40.531804296472544
64.60435089034371,92.53188672191985,678.0,869.0,1284.0,0,119.88487916982884,-1500264867,40.531804296472544
64.60435089034371,92.53188672191985,807.0,932.0,1299.0,0,119.88487916982884,765684070,40.531804296472544
64.60435089034371,92.53188672191985,907.0,828.0,1168.0,0,119.88487916982884,1045699262,40.531804296472544
64.60435089034371,92.53188672191985,712.0,957.0,1364.0,0,119.88487916982884,-652257915,40.531804296472544
64.60435089034371,92.53188672191985,698.0,1054.0,1280.0,0,119.88487916982884,1058033376,40.531804296472544
64.60435089034371,92.53188672191985,679.0,892.0,1287.0,0,119.88487916982884,417765022,40.531804296472544
64.60435089034371,92.53188672191985,642.0,876.0,1276.0,0,119.88487916982884,-867656617,40.531804296472544
64.60435089034371,92.53188672191985,679.0,948.0,1280.0,0,119.88487916982884,1314962154,40.531804296472544
64.60435089034371,92.53188672191985,739.0,939.0,1245.0,0,119.88487916982884,521699189,40.531804296472544
64.60435089034371,92.53188672191985,693.0,621.0,1019.0,0,119.88487916982884,253522240,40.531804296472544
64.60435089034371,92.53188672191985,693.0,821.0,1287.0,0,119.88487916982884,1932369084,40.531804296472544
64.60435089034371,92.53188672191985,617.0,753.0,1239.0,0,119.88487916982884,-1236870487,40.531804296472544
64.60435089034371,92.53188672191985,741.0,853.0,1313.0,0,119.88487916982884,713599164,40.531804296472544
64.60435089034371,92.53188672191985,586.0,894.0,1348.0,0,119.88487916982884,-31427348,40.531804296472544
64.60435089034371,92.53188672191985,707.0,701.0,1349.0,0,119.88487916982884,1505627081,40.531804296472544
64.60435089034371,92.53188672191985,780.0,806.0,1340.0,0,119.88487916982884,-686120381,40.531804296472544
64.60435089034371,92.53188672191985,584.0,791.0,1015.0,0,119.88487916982884,226347950,40.531804296472544
64.60435089034371,92.53188672191985,658.0,946.0,1466.0,0,119.88487916982884,1817422935,40.531804296472544
64.60435089034371,92.53188672191985,844.0,735.0,1194.0,0,119.88487916982884,-502324918,40.531804296472544
