diffusionRate,evaporationRate,food1,food2,food3,id,population,seed,wiggleAngle
22.4398510057012,96.71303819416794,701.0,785.0,1294.0,0,128.5518162259285,1354240348,44.61694840116018
22.4398510057012,96.71303819416794,868.0,799.0,1193.0,0,128.5518162259285,-114865280,44.61694840116018
22.4398510057012,96.71303819416794,641.0,927.0,929.0,0,128.5518162259285,1131074260,44.61694840116018
22.4398510057012,96.71303819416794,730.0,674.0,1210.0,0,128.5518162259285,58346893,44.61694840116018
22.4398510057012,96.71303819416794,908.0,1062.0,1051.0,0,128.5518162259285,-271115885,44.61694840116018
22.4398510057012,96.71303819416794,597.0,679.0,1219.0,0,128.5518162259285,-1970603866,44.61694840116018
22.4398510057012,96.71303819416794,592.0,788.0,1044.0,0,128.5518162259285,-1773994213,44.61694840116018
22.4398510057012,96.71303819416794,739.0,917.0,1002.0,0,128.5518162259285,-86784347,44.61694840116018
22.4398510057012,96.71303819416794,745.0,1004.0,1129.0,0,128.5518162259285,1692434817,44.61694840116018
22.4398510057012,96.71303819416794,790.0,823.0,1100.0,0,128.5518162259285,735048143,44.61694840116018
22.4398510057012,96.71303819416794,720.0,762.0,1241.0,0,128.5518162259285,903918291,44.61694840116018
22.4398510057012,96.71303819416794,600.0,892.0,1235.0,0,128.5518162259285,1867796622,44.61694840116018
22.4398510057012,96.71303819416794,688.0,949.0,1180.0,0,128.5518162259285,2083278137,44.61694840116018
22.4398510057012,96.71303819416794,629.0,842.0,1387.0,0,128.5518162259285,834866435,44.61694840116018
22.4398510057012,96.71303819416794,861.0,879.0,1396.0,0,128.5518162259285,376952244,44.61694840116018
22.4398510057012,96.71303819416794,660.0,674.0,1101.0,0,128.5518162259285,1889394454,44.61694840116018
22.4398510057012,96.71303819416794,613.0,868.0,1177.0,0,128.5518162259285,107817963,44.61694840116018
22.4398510057012,96.71303819416794,755.0,868.0,1118.0,0,128.5518162259285,-1608026123,44.61694840116018
22.4398510057012,96.71303819416794,675.0,620.0,1185.0,0,128.5518162259285,-1112499656,44.61694840116018
22.4398510057012,96.71303819416794,676.0,743.0,1250.0,0,128.5518162259285,267544021,44.61694840116018
98.26394303286891,78.85624562227727,646.0,1056.0,1366.0,9,188.29963444320455,2031287934,75.45894062741986
22.4398510057012,96.71303819416794,653.0,903.0,1205.0,0,128.5518162259285,-650039412,44.61694840116018
98.26394303286891,78.85624562227727,613.0,1045.0,1426.0,9,188.29963444320455,1419832512,75.45894062741986
22.4398510057012,96.71303819416794,724.0,763.0,1249.0,0,128.5518162259285,915638899,44.61694840116018
98.26394303286891,78.85624562227727,608.0,964.0,1380.0,9,188.29963444320455,-820057823,75.45894062741986
98.26394303286891,78.85624562227727,783.0,858.0,1443.0,9,188.29963444320455,233446041,75.45894062741986
22.4398510057012,96.71303819416794,617.0,700.0,1291.0,0,128.5518162259285,784532777,44.61694840116018
98.26394303286891,78.85624562227727,666.0,974.0,1173.0,9,188.29963444320455,696893092,75.45894062741986
98.26394303286891,78.85624562227727,707.0,844.0,1399.0,9,188.29963444320455,-1968347681,75.45894062741986
22.4398510057012,96.71303819416794,670.0,939.0,1470.0,0,128.5518162259285,1466846862,44.61694840116018
98.26394303286891,78.85624562227727,598.0,862.0,1622.0,9,188.29963444320455,-1121028826,75.45894062741986
22.4398510057012,96.71303819416794,555.0,882.0,1297.0,0,128.5518162259285,1317308591,44.61694840116018
22.4398510057012,96.71303819416794,671.0,810.0,1106.0,0,128.5518162259285,-2009079541,44.61694840116018
22.4398510057012,96.71303819416794,560.0,870.0,1429.0,0,128.5518162259285,-2033314692,44.61694840116018
22.4398510057012,96.71303819416794,615.0,781.0,1068.0,0,128.5518162259285,41529903,44.61694840116018
22.4398510057012,96.71303819416794,572.0,792.0,1324.0,0,128.5518162259285,-591168881,44.61694840116018
22.4398510057012,96.71303819416794,686.0,791.0,1692.0,0,128.5518162259285,-200272359,44.61694840116018
98.26394303286891,78.85624562227727,655.0,874.0,1427.0,9,188.29963444320455,186828986,75.45894062741986
22.4398510057012,96.71303819416794,626.0,908.0,1321.0,0,128.5518162259285,1978490019,44.61694840116018
98.26394303286891,78.85624562227727,517.0,1050.0,1724.0,9,188.29963444320455,-1980471630,75.45894062741986
22.4398510057012,96.71303819416794,585.0,827.0,1274.0,0,128.5518162259285,1186723082,44.61694840116018
98.26394303286891,78.85624562227727,581.0,1150.0,1422.0,9,188.29963444320455,-965666987,75.45894062741986
22.4398510057012,96.71303819416794,793.0,806.0,1021.0,0,128.5518162259285,1314647519,44.61694840116018
22.4398510057012,96.71303819416794,630.0,850.0,1243.0,0,128.5518162259285,1590439511,44.61694840116018
22.4398510057012,96.71303819416794,716.0,971.0,1132.0,0,128.5518162259285,274862627,44.61694840116018
22.4398510057012,96.71303819416794,491.0,955.0,1087.0,0,128.5518162259285,798968053,44.61694840116018
22.4398510057012,96.71303819416794,715.0,1054.0,1121.0,0,128.5518162259285,-1726405737,44.61694840116018
22.4398510057012,96.71303819416794,591.0,772.0,1051.0,0,128.5518162259285,367109710,44.61694840116018
22.4398510057012,96.71303819416794,703.0,868.0,954.0,0,128.5518162259285,2040629206,44.61694840116018
98.26394303286891,78.85624562227727,585.0,974.0,1573.0,9,188.29963444320455,1844164586,75.45894062741986
22.4398510057012,96.71303819416794,790.0,770.0,1126.0,0,128.5518162259285,-1229207413,44.61694840116018
98.26394303286891,78.85624562227727,704.0,960.0,1337.0,9,188.29963444320455,-198809036,75.45894062741986
22.4398510057012,96.71303819416794,701.0,614.0,1092.0,0,128.5518162259285,-951382719,44.61694840116018
22.4398510057012,96.71303819416794,637.0,839.0,1212.0,0,128.5518162259285,-390600992,44.61694840116018
22.4398510057012,96.71303819416794,692.0,957.0,1091.0,0,128.5518162259285,2087924024,44.61694840116018
22.4398510057012,96.71303819416794,596.0,917.0,1383.0,0,128.5518162259285,-506661383,44.61694840116018
22.4398510057012,96.71303819416794,727.0,645.0,1256.0,0,128.5518162259285,226952288,44.61694840116018
22.4398510057012,96.71303819416794,709.0,1036.0,1276.0,0,128.5518162259285,-1578883107,44.61694840116018
22.4398510057012,96.71303819416794,717.0,790.0,1224.0,0,128.5518162259285,1714422759,44.61694840116018
22.4398510057012,96.71303819416794,770.0,893.0,1347.0,0,128.5518162259285,2023152005,44.61694840116018
22.4398510057012,96.71303819416794,886.0,823.0,1148.0,0,128.5518162259285,-89567847,44.61694840116018
22.4398510057012,96.71303819416794,833.0,903.0,1348.0,0,128.5518162259285,876190043,44.61694840116018
22.4398510057012,96.71303819416794,605.0,926.0,1042.0,0,128.5518162259285,-1420227154,44.61694840116018
22.4398510057012,96.71303819416794,623.0,737.0,1121.0,0,128.5518162259285,828187230,44.61694840116018
22.4398510057012,96.71303819416794,745.0,787.0,1139.0,0,128.5518162259285,-105335308,44.61694840116018
